table,column,dtype,n,n_missing,pct_missing,n_unique,top_value,top_value_count,mean,std,min,q25,median,q75,max
fourh,vts_systolic_bp_peak_value,float64,139,0,0.0,110,,,138.63597122302158,7.14244312516854,122.4,133.95,138.5,143.55,160.3
fourh,vts_systolic_bp_peak_minute,float64,139,0,0.0,81,,,149.62589928057554,73.20383230061817,0.0,100.5,157.0,210.0,240.0
fourh,vts_systolic_bp_nadir_value,float64,139,0,0.0,109,,,109.50287769784174,7.729549384526394,81.1,104.55000000000001,109.3,114.44999999999999,128.6
fourh,vts_systolic_bp_nadir_minute,float64,139,0,0.0,83,,,119.29496402877697,80.56165639869624,0.0,51.0,107.0,195.0,240.0
fourh,vts_systolic_bp_last30_mean,float64,139,0,0.0,129,,,124.11960431654676,10.98975028725023,81.1,118.375,124.45,131.225,160.3
fourh,vts_systolic_bp_recovery_halftime,float64,139,0,0.0,65,,,25.62589928057554,32.2081710267493,-1.0,-1.0,15.0,41.5,160.0
fourh,vts_diastolic_bp_min,float64,139,0,0.0,100,,,66.72805755395683,5.275044182478315,51.3,63.3,67.0,70.1,82.9
fourh,vts_diastolic_bp_max,float64,139,0,0.0,91,,,86.02446043165467,4.410771428906817,75.7,83.44999999999999,85.8,88.15,99.4
fourh,vts_diastolic_bp_mean,float64,139,0,0.0,134,,,76.55104202352405,3.3392789670898866,69.86250000000001,74.19196428571428,76.35000000000001,78.5263888888889,88.68333333333334
fourh,vts_diastolic_bp_last,float64,139,0,0.0,112,,,76.59280575539569,7.444934473658454,58.1,71.45,76.7,81.85,92.4
fourh,vts_diastolic_bp_range,float64,139,0,0.0,115,,,19.296402877697844,6.432260292789352,5.0,14.75,18.90000000000001,22.6,47.10000000000001
fourh,vts_diastolic_bp_cv,float64,139,0,0.0,139,,,0.08269030687613603,0.025800190020192706,0.0206763906326385,0.0664870206840215,0.0815975262393804,0.09898622205358275,0.1654923317337315
fourh,vts_diastolic_bp_slope,float64,139,0,0.0,139,,,0.00639960571933205,0.03161478527950322,-0.104758769867394,-0.01615406785250515,0.0065390649859932,0.02818175905662365,0.0927827364224316
fourh,vts_diastolic_bp_slope_first60,float64,139,0,0.0,90,,,0.01320978410045416,0.20214460809841556,-0.4968749999999997,-0.06641490034799105,0.0,0.07828282828282784,0.8233333333333329
fourh,vts_diastolic_bp_slope_60_240,float64,139,0,0.0,139,,,0.00671797112213249,0.062083294640262965,-0.1509648643728381,-0.03168331822015545,0.0104240313758597,0.045463258318971245,0.149552412323193
fourh,vts_diastolic_bp_accel_sign,float64,139,0,0.0,2,,,0.09352517985611511,0.9992177109027193,-1.0,-1.0,1.0,1.0,1.0
fourh,vts_diastolic_bp_peak_value,float64,139,0,0.0,91,,,86.02446043165467,4.410771428906817,75.7,83.44999999999999,85.8,88.15,99.4
fourh,vts_diastolic_bp_peak_minute,float64,139,0,0.0,81,,,137.0071942446043,77.66888997280007,0.0,82.0,143.0,203.0,240.0
fourh,vts_diastolic_bp_nadir_value,float64,139,0,0.0,100,,,66.72805755395683,5.275044182478315,51.3,63.3,67.0,70.1,82.9
fourh,vts_diastolic_bp_nadir_minute,float64,139,0,0.0,81,,,116.25179856115108,80.14697491060686,0.0,54.0,108.0,185.5,240.0
fourh,vts_diastolic_bp_last30_mean,float64,139,0,0.0,114,,,76.99484412470024,6.211670503052281,61.7,72.525,77.5,81.38333333333333,92.4
fourh,vts_diastolic_bp_recovery_halftime,float64,139,0,0.0,58,,,30.633093525179856,36.29291939665049,-1.0,-1.0,23.0,47.0,179.0
fourh,vts_oxygen_saturation_min,float64,139,0,0.0,57,,,94.31366906474821,1.6776105090643152,90.1,93.05,94.5,95.7,97.7
fourh,vts_oxygen_saturation_max,float64,139,0,0.0,53,,,97.50719424460432,1.5079326613847797,93.3,96.55,97.7,98.6,100.0
fourh,vts_oxygen_saturation_mean,float64,139,0,0.0,130,,,95.92016672376384,1.4325795963208734,91.81666666666666,94.88958333333333,96.24285714285716,97.09285714285713,98.44285714285714
fourh,vts_oxygen_saturation_last,float64,139,0,0.0,57,,,96.16834532374102,1.6221311787419703,90.9,95.25,96.3,97.3,98.9
fourh,vts_oxygen_saturation_range,float64,139,0,0.0,62,,,3.1935251798561155,1.0674504796641822,0.7000000000000028,2.5,3.1000000000000085,3.9000000000000057,6.099999999999994
fourh,vts_oxygen_saturation_cv,float64,139,0,0.0,139,,,0.010914990307891666,0.0035776369892467574,0.002257750723653,0.00852165779235535,0.0108457053144251,0.01311562934059725,0.0213571794405016
fourh,vts_oxygen_saturation_slope,float64,139,0,0.0,139,,,0.0028677599348925515,0.0063137515879425855,-0.0111990530127191,-0.00106491310785465,0.0026712919410472,0.0069536482709577005,0.0195824596590391
fourh,vts_oxygen_saturation_slope_first60,float64,139,0,0.0,90,,,0.0018484675501494667,0.030976938432042855,-0.0634146341463419,-0.0090683491422574,0.0,0.0077881368510890996,0.1218749999999993
fourh,vts_oxygen_saturation_slope_60_240,float64,139,0,0.0,139,,,0.001785353173572204,0.009278509821693984,-0.02120268795589,-0.0036975597621797,0.0025521551532403,0.0072327274343083,0.023579954723194
fourh,vts_oxygen_saturation_accel_sign,float64,139,0,0.0,3,,,0.014388489208633094,0.9998957301493437,-1.0,-1.0,1.0,1.0,1.0
fourh,vts_oxygen_saturation_peak_value,float64,139,0,0.0,53,,,97.50719424460432,1.5079326613847797,93.3,96.55,97.7,98.6,100.0
fourh,vts_oxygen_saturation_peak_minute,float64,139,0,0.0,72,,,136.49640287769785,83.85869533965095,0.0,66.5,149.0,207.0,240.0
fourh,vts_oxygen_saturation_nadir_value,float64,139,0,0.0,57,,,94.31366906474821,1.6776105090643152,90.1,93.05,94.5,95.7,97.7
fourh,vts_oxygen_saturation_nadir_minute,float64,139,0,0.0,78,,,98.20143884892086,82.2144755983684,0.0,28.0,81.0,164.0,240.0
fourh,vts_oxygen_saturation_n_critical,float64,139,0,0.0,3,,,0.050359712230215826,0.2503256142462107,0.0,0.0,0.0,0.0,2.0
fourh,vts_oxygen_saturation_time_to_first_critical,float64,139,0,0.0,7,,,3.2302158273381294,28.342193809814397,-1.0,-1.0,-1.0,-1.0,240.0
fourh,vts_oxygen_saturation_last30_mean,float64,139,0,0.0,83,,,96.04682254196642,1.5504338114563874,90.9,95.2,96.2,97.2,98.85
fourh,vts_oxygen_saturation_recovery_halftime,float64,139,0,0.0,67,,,35.02158273381295,39.725957568360485,-1.0,-1.0,23.0,53.5,217.0
fourh,vts_temperature_c_min,float64,139,0,0.0,92,,,36.828273381294956,0.43555716118911614,35.78,36.5,36.8,37.13,37.95
fourh,vts_temperature_c_max,float64,139,0,0.0,97,,,37.455755395683454,0.46056043115932294,36.57,37.07,37.39,37.805,38.71
fourh,vts_temperature_c_mean,float64,139,0,0.0,137,,,37.14976775722279,0.43211473360522434,36.295,36.795833333333334,37.114444444444445,37.46848214285714,38.235
fourh,vts_temperature_c_last,float64,139,0,0.0,94,,,37.115539568345326,0.48847614669169725,35.88,36.78,37.09,37.47,38.14
fourh,vts_temperature_c_range,float64,139,0,0.0,80,,,0.6274820143884889,0.18661396846136236,0.1999999999999957,0.5,0.6199999999999974,0.754999999999999,1.1199999999999974
fourh,vts_temperature_c_cv,float64,139,0,0.0,139,,,0.005541774844066358,0.001547550250104222,0.0017517883552164,0.00448183063806025,0.0053865606837917,0.0065972307265906,0.0095013400029928
fourh,vts_temperature_c_slope,float64,139,0,0.0,139,,,-0.00082354850343871,0.0011169435813566486,-0.003349416084758,-0.00162695143006215,-0.0007881439418059,-0.00010399870469479812,0.0017254341224682
fourh,vts_temperature_c_slope_first60,float64,139,0,0.0,90,,,0.0011056740978252575,0.006560114483718815,-0.01875,-0.0013341729638962,0.0,0.0030384615384614,0.0362499999999997
fourh,vts_temperature_c_slope_60_240,float64,139,0,0.0,139,,,-0.0007658699197018075,0.001973284524309738,-0.0077487229384576,-0.002039864390335,-0.0008100396556727,0.0007391755429738999,0.0034496124031008
fourh,vts_temperature_c_accel_sign,float64,139,0,0.0,3,,,-0.007194244604316547,0.9963440625512495,-1.0,-1.0,0.0,1.0,1.0
fourh,vts_temperature_c_peak_value,float64,139,0,0.0,97,,,37.455755395683454,0.46056043115932294,36.57,37.07,37.39,37.805,38.71
fourh,vts_temperature_c_peak_minute,float64,139,0,0.0,75,,,86.8273381294964,76.5942564215891,0.0,25.5,73.0,123.0,240.0
fourh,vts_temperature_c_nadir_value,float64,139,0,0.0,92,,,36.828273381294956,0.43555716118911614,35.78,36.5,36.8,37.13,37.95
fourh,vts_temperature_c_nadir_minute,float64,139,0,0.0,81,,,157.431654676259,72.46718901319473,0.0,127.0,171.0,216.5,240.0
fourh,vts_temperature_c_last30_mean,float64,139,0,0.0,113,,,37.09387889688249,0.47862090019698916,36.03333333333333,36.74250000000001,37.05,37.457499999999996,38.14
fourh,vts_temperature_c_recovery_halftime,float64,139,0,0.0,62,,,37.79136690647482,43.13199740670423,-1.0,-1.0,21.0,67.5,167.0
fourh,vts_gcs_min,float64,139,0,0.0,6,,,12.122302158273381,1.3591367233197946,9.0,11.0,12.0,13.0,14.0
fourh,vts_gcs_max,float64,139,0,0.0,5,,,14.201438848920864,1.0438214081455761,11.0,13.0,15.0,15.0,15.0
fourh,vts_gcs_mean,float64,139,0,0.0,65,,,13.26376042023524,1.1883923563078205,10.428571428571429,12.291666666666668,13.571428571428571,14.30952380952381,14.875
fourh,vts_gcs_last,float64,139,0,0.0,6,,,13.323741007194245,1.330880864114307,10.0,12.0,14.0,14.0,15.0
fourh,vts_gcs_range,float64,139,0,0.0,4,,,2.079136690647482,0.8258921237188626,1.0,2.0,2.0,2.5,4.0
fourh,vts_gcs_cv,float64,139,0,0.0,108,,,0.05694475554282849,0.01955606851002334,0.0222332042946604,0.04189978074692295,0.0523782800878924,0.0704414471249395,0.1085027796215173
fourh,vts_gcs_slope,float64,139,0,0.0,139,,,0.0017717746124229115,0.004385006538469848,-0.0063652127286957,-0.00194739725864975,0.0014895180599126,0.0049204642569601505,0.0140156116725684
fourh,vts_gcs_slope_first60,float64,139,0,0.0,85,,,-0.005434069376339697,0.02511828198769343,-0.125,-0.01823167691540635,0.0,0.0,0.0588235294117646
fourh,vts_gcs_slope_60_240,float64,139,0,0.0,139,,,0.001151382929529042,0.007780713815992284,-0.0264685624323526,-0.0031671316509395003,0.0005507474429583,0.00620890611448105,0.0215769308328291
fourh,vts_gcs_accel_sign,float64,139,0,0.0,3,,,-0.03597122302158273,0.8715309862738386,-1.0,-1.0,0.0,1.0,1.0
fourh,vts_gcs_peak_value,float64,139,0,0.0,5,,,14.201438848920864,1.0438214081455761,11.0,13.0,15.0,15.0,15.0
fourh,vts_gcs_peak_minute,float64,139,0,0.0,76,,,84.33093525179856,79.02388086028435,0.0,0.0,72.0,153.5,240.0
fourh,vts_gcs_nadir_value,float64,139,0,0.0,6,,,12.122302158273381,1.3591367233197946,9.0,11.0,12.0,13.0,14.0
fourh,vts_gcs_nadir_minute,float64,139,0,0.0,69,,,69.76978417266187,72.65386636497172,0.0,0.0,52.0,113.5,240.0
fourh,vts_gcs_n_critical,float64,139,0,0.0,10,,,2.223021582733813,2.7453337630505517,0.0,0.0,1.0,4.0,9.0
fourh,vts_gcs_time_to_first_critical,float64,139,0,0.0,32,,,16.892086330935253,41.30650554922487,-1.0,-1.0,0.0,0.0,240.0
fourh,vts_gcs_last30_mean,float64,139,0,0.0,16,,,13.338729016786571,1.2979223082085782,10.25,12.333333333333334,13.666666666666666,14.25,15.0
fourh,vts_gcs_recovery_halftime,float64,139,0,0.0,75,,,43.13669064748201,41.19240844629634,-1.0,11.0,33.0,67.5,200.0
fourh,vts_end_tidal_co2_min,float64,139,0,0.0,91,,,34.145323741007196,3.377208842867927,25.0,31.7,33.9,36.75,41.5
fourh,vts_end_tidal_co2_max,float64,139,0,0.0,93,,,42.43597122302158,3.5772430319047115,34.5,39.650000000000006,42.5,45.1,50.9
fourh,vts_end_tidal_co2_mean,float64,139,0,0.0,137,,,38.279600605230094,3.2492956560789055,31.4,35.69285714285715,38.083333333333336,40.71875,45.63333333333333
fourh,vts_end_tidal_co2_last,float64,139,0,0.0,92,,,37.6525179856115,4.090486150464018,27.8,34.349999999999994,37.1,40.5,48.3
fourh,vts_end_tidal_co2_range,float64,139,0,0.0,104,,,8.29064748201439,2.424389721096447,3.3999999999999986,6.400000000000002,8.200000000000003,10.2,13.900000000000002
fourh,vts_end_tidal_co2_cv,float64,139,0,0.0,139,,,0.07198372227829054,0.021773841081376998,0.028944278909387,0.055828443034651745,0.0715893156130028,0.0865318924312678,0.1299219770967435
fourh,vts_end_tidal_co2_slope,float64,139,0,0.0,139,,,-0.006368261366173896,0.014457106757811323,-0.044165407597969,-0.01466654177617955,-0.0054732632832773,0.0051654392813529,0.0205218388862457
fourh,vts_end_tidal_co2_slope_first60,float64,139,0,0.0,89,,,0.0012100135961277496,0.09155989787872183,-0.4000000000000005,-0.0238332305342615,0.0,0.040616153991318904,0.2486486486486484
fourh,vts_end_tidal_co2_slope_60_240,float64,139,0,0.0,139,,,-0.006356567387125129,0.02672009238072433,-0.07231702903594,-0.02051421806779935,-0.0077712068009609,0.00912666610159485,0.0787954383464006
fourh,vts_end_tidal_co2_accel_sign,float64,139,0,0.0,3,,,0.014388489208633094,0.9998957301493437,-1.0,-1.0,1.0,1.0,1.0
fourh,vts_end_tidal_co2_peak_value,float64,139,0,0.0,93,,,42.43597122302158,3.5772430319047115,34.5,39.650000000000006,42.5,45.1,50.9
fourh,vts_end_tidal_co2_peak_minute,float64,139,0,0.0,74,,,101.58992805755396,82.06791222311833,0.0,30.0,89.0,169.0,240.0
fourh,vts_end_tidal_co2_nadir_value,float64,139,0,0.0,91,,,34.145323741007196,3.377208842867927,25.0,31.7,33.9,36.75,41.5
fourh,vts_end_tidal_co2_nadir_minute,float64,139,0,0.0,84,,,143.42446043165467,76.83305621792269,0.0,97.5,148.0,211.0,240.0
fourh,vts_end_tidal_co2_n_critical,float64,139,0,0.0,4,,,0.14388489208633093,0.4593812959404769,0.0,0.0,0.0,0.0,3.0
fourh,vts_end_tidal_co2_time_to_first_critical,float64,139,0,0.0,16,,,11.597122302158274,41.125421353633804,-1.0,-1.0,-1.0,-1.0,202.0
fourh,vts_end_tidal_co2_last30_mean,float64,139,0,0.0,99,,,37.666846522781775,3.8751955001883256,27.8,34.725,37.1,40.6,48.0
fourh,vts_end_tidal_co2_recovery_halftime,float64,139,0,0.0,66,,,30.913669064748202,33.815887273478225,-1.0,-1.0,23.0,44.0,190.0
fourh,lts_n_records,float64,139,0,0.0,4,,,1.5755395683453237,0.9998435911463022,0.0,1.0,2.0,2.0,3.0
fourh,lts_any_drawn,float64,139,0,0.0,2,,,0.841726618705036,0.36631721435483605,0.0,1.0,1.0,1.0,1.0
fourh,lts_cbc_wbc_was_drawn,float64,139,0,0.0,2,,,0.841726618705036,0.36631721435483605,0.0,1.0,1.0,1.0,1.0
fourh,lts_cbc_wbc_first_minute,float64,117,22,0.15827338129496402,3,,,68.71794871794872,86.75707723827712,0.0,0.0,0.0,120.0,240.0
fourh,lts_cbc_wbc_last_minute,float64,117,22,0.15827338129496402,3,,,182.56410256410257,84.26307169804214,0.0,120.0,240.0,240.0,240.0
fourh,lts_cbc_wbc_n_draws,float64,117,22,0.15827338129496402,3,,,1.8717948717948718,0.7937086838387629,1.0,1.0,2.0,3.0,3.0
fourh,lts_cbc_wbc_first_value,float64,117,22,0.15827338129496402,112,,,8.293333333333333,2.4284431652597003,1.7,6.91,8.26,9.59,15.75
fourh,lts_cbc_wbc_last_value,float64,117,22,0.15827338129496402,108,,,8.061452991452992,2.3211108610397444,1.7,6.91,7.88,9.43,14.82
fourh,lts_cbc_wbc_max_value,float64,117,22,0.15827338129496402,108,,,9.126666666666669,2.568661935313994,1.7,7.6,9.11,10.73,15.75
fourh,lts_cbc_wbc_max_minute,float64,117,22,0.15827338129496402,3,,,118.97435897435898,89.82151473496658,0.0,0.0,120.0,240.0,240.0
fourh,lts_cbc_wbc_delta,float64,117,22,0.15827338129496402,72,,,-0.23188034188034193,2.4642610739795647,-11.09,-1.04,0.0,0.1600000000000001,6.340000000000001
fourh,lts_cbc_wbc_pct_change,float64,117,22,0.15827338129496402,72,,,0.019977082110843876,0.3168833227138526,-0.7533967391304347,-0.1233373639661426,0.0,0.0173913043478261,1.29
fourh,lts_bmp_sodium_was_drawn,float64,139,0,0.0,2,,,0.841726618705036,0.36631721435483605,0.0,1.0,1.0,1.0,1.0
fourh,lts_bmp_sodium_first_minute,float64,117,22,0.15827338129496402,3,,,68.71794871794872,86.75707723827712,0.0,0.0,0.0,120.0,240.0
fourh,lts_bmp_sodium_last_minute,float64,117,22,0.15827338129496402,3,,,182.56410256410257,84.26307169804214,0.0,120.0,240.0,240.0,240.0
fourh,lts_bmp_sodium_n_draws,float64,117,22,0.15827338129496402,3,,,1.8717948717948718,0.7937086838387629,1.0,1.0,2.0,3.0,3.0
fourh,lts_bmp_sodium_first_value,float64,117,22,0.15827338129496402,71,,,138.73846153846154,2.6678754996621583,131.3,137.1,139.0,140.5,145.8
fourh,lts_bmp_sodium_last_value,float64,117,22,0.15827338129496402,70,,,139.10085470085468,2.801000305509584,131.3,137.1,139.2,141.3,145.8
fourh,lts_bmp_sodium_max_value,float64,117,22,0.15827338129496402,71,,,139.96324786324786,2.678316451732393,131.3,138.3,140.4,141.5,145.8
fourh,lts_bmp_sodium_max_minute,float64,117,22,0.15827338129496402,3,,,129.23076923076923,98.59490304859477,0.0,0.0,120.0,240.0,240.0
fourh,lts_bmp_sodium_delta,float64,117,22,0.15827338129496402,62,,,0.36239316239316344,2.906109097310368,-6.599999999999994,-0.9000000000000057,0.0,1.5999999999999943,10.899999999999975
fourh,lts_bmp_sodium_pct_change,float64,117,22,0.15827338129496402,73,,,0.0028125136638839894,0.021103591778742024,-0.0472440944881889,-0.0065075921908894,0.0,0.0114449213161659,0.0814648729446934
fourh,lts_bmp_potassium_was_drawn,float64,139,0,0.0,2,,,0.841726618705036,0.36631721435483605,0.0,1.0,1.0,1.0,1.0
fourh,lts_bmp_potassium_first_minute,float64,117,22,0.15827338129496402,3,,,68.71794871794872,86.75707723827712,0.0,0.0,0.0,120.0,240.0
fourh,lts_bmp_potassium_last_minute,float64,117,22,0.15827338129496402,3,,,182.56410256410257,84.26307169804214,0.0,120.0,240.0,240.0,240.0
fourh,lts_bmp_potassium_n_draws,float64,117,22,0.15827338129496402,3,,,1.8717948717948718,0.7937086838387629,1.0,1.0,2.0,3.0,3.0
fourh,lts_bmp_potassium_first_value,float64,117,22,0.15827338129496402,84,,,4.14940170940171,0.409518831612575,3.06,3.87,4.12,4.47,5.18
fourh,lts_bmp_potassium_last_value,float64,117,22,0.15827338129496402,80,,,4.110085470085471,0.3680364855566017,3.31,3.88,4.11,4.39,5.0
fourh,lts_bmp_potassium_max_value,float64,117,22,0.15827338129496402,83,,,4.2645299145299145,0.40995898812226816,3.32,3.94,4.3,4.59,5.18
fourh,lts_bmp_potassium_max_minute,float64,117,22,0.15827338129496402,3,,,113.84615384615384,95.64523307556722,0.0,0.0,120.0,240.0,240.0
fourh,lts_bmp_potassium_delta,float64,117,22,0.15827338129496402,61,,,-0.039316239316239315,0.3850855849694358,-1.3299999999999996,-0.1699999999999999,0.0,0.0100000000000006,1.4300000000000002
fourh,lts_bmp_potassium_pct_change,float64,117,22,0.15827338129496402,71,,,-0.004265413571913071,0.09562974511387955,-0.2866379310344827,-0.0358649789029535,0.0,0.0025445292620864,0.4673202614379085
fourh,lts_bmp_bicarb_was_drawn,float64,139,0,0.0,2,,,0.841726618705036,0.36631721435483605,0.0,1.0,1.0,1.0,1.0
fourh,lts_bmp_bicarb_first_minute,float64,117,22,0.15827338129496402,3,,,68.71794871794872,86.75707723827712,0.0,0.0,0.0,120.0,240.0
fourh,lts_bmp_bicarb_last_minute,float64,117,22,0.15827338129496402,3,,,182.56410256410257,84.26307169804214,0.0,120.0,240.0,240.0,240.0
fourh,lts_bmp_bicarb_n_draws,float64,117,22,0.15827338129496402,3,,,1.8717948717948718,0.7937086838387629,1.0,1.0,2.0,3.0,3.0
fourh,lts_bmp_bicarb_first_value,float64,117,22,0.15827338129496402,65,,,21.739316239316235,2.5859020058024864,15.9,20.1,21.7,23.9,26.8
fourh,lts_bmp_bicarb_last_value,float64,117,22,0.15827338129496402,66,,,22.0025641025641,2.5260525815117814,16.0,20.5,21.8,23.9,28.5
fourh,lts_bmp_bicarb_max_value,float64,117,22,0.15827338129496402,57,,,22.867521367521363,2.1137003449510976,16.9,21.3,23.0,24.4,28.5
fourh,lts_bmp_bicarb_max_minute,float64,117,22,0.15827338129496402,3,,,126.15384615384616,96.93444419889424,0.0,0.0,120.0,240.0,240.0
fourh,lts_bmp_bicarb_delta,float64,117,22,0.15827338129496402,60,,,0.26324786324786303,2.766193646779355,-6.200000000000003,-0.6000000000000014,0.0,0.3000000000000007,7.5
fourh,lts_bmp_bicarb_pct_change,float64,117,22,0.15827338129496402,69,,,0.021564813983080095,0.13853645095384126,-0.2520325203252033,-0.025,0.0,0.0157068062827223,0.4166666666666667
fourh,lts_lft_ast_was_drawn,float64,139,0,0.0,2,,,0.841726618705036,0.36631721435483605,0.0,1.0,1.0,1.0,1.0
fourh,lts_lft_ast_first_minute,float64,117,22,0.15827338129496402,3,,,68.71794871794872,86.75707723827712,0.0,0.0,0.0,120.0,240.0
fourh,lts_lft_ast_last_minute,float64,117,22,0.15827338129496402,3,,,182.56410256410257,84.26307169804214,0.0,120.0,240.0,240.0,240.0
fourh,lts_lft_ast_n_draws,float64,117,22,0.15827338129496402,3,,,1.8717948717948718,0.7937086838387629,1.0,1.0,2.0,3.0,3.0
fourh,lts_lft_ast_first_value,float64,117,22,0.15827338129496402,107,,,40.55042735042735,16.56075868624602,8.0,27.7,38.2,52.3,83.8
fourh,lts_lft_ast_last_value,float64,117,22,0.15827338129496402,106,,,37.73760683760683,15.062185618385914,8.0,26.1,36.8,49.2,75.6
fourh,lts_lft_ast_max_value,float64,117,22,0.15827338129496402,106,,,45.0076923076923,17.08658555228469,8.0,32.2,45.0,57.0,83.8
fourh,lts_lft_ast_max_minute,float64,117,22,0.15827338129496402,3,,,110.76923076923077,94.74242619309952,0.0,0.0,120.0,240.0,240.0
fourh,lts_lft_ast_delta,float64,117,22,0.15827338129496402,73,,,-2.8128205128205135,14.125792858196634,-39.1,-9.2,0.0,0.0,41.10000000000001
fourh,lts_lft_ast_pct_change,float64,117,22,0.15827338129496402,73,,,-0.007039397603383639,0.38016692384142187,-0.7723577235772358,-0.2179487179487179,0.0,0.0,1.5759162303664922
fourh,lts_vbg_ph_was_drawn,float64,139,0,0.0,2,,,0.841726618705036,0.36631721435483605,0.0,1.0,1.0,1.0,1.0
fourh,lts_vbg_ph_first_minute,float64,117,22,0.15827338129496402,3,,,68.71794871794872,86.75707723827712,0.0,0.0,0.0,120.0,240.0
fourh,lts_vbg_ph_last_minute,float64,117,22,0.15827338129496402,3,,,182.56410256410257,84.26307169804214,0.0,120.0,240.0,240.0,240.0
fourh,lts_vbg_ph_n_draws,float64,117,22,0.15827338129496402,3,,,1.8717948717948718,0.7937086838387629,1.0,1.0,2.0,3.0,3.0
fourh,lts_vbg_ph_first_value,float64,117,22,0.15827338129496402,78,,,7.355213675213676,0.036956131743532426,7.277,7.327,7.351,7.379,7.438
fourh,lts_vbg_ph_last_value,float64,117,22,0.15827338129496402,81,,,7.361461538461538,0.038978671989006,7.245,7.337,7.361,7.392,7.449
fourh,lts_vbg_ph_max_value,float64,117,22,0.15827338129496402,79,,,7.370017094017093,0.033294915969461394,7.303,7.343,7.368,7.393,7.449
fourh,lts_vbg_ph_max_minute,float64,117,22,0.15827338129496402,3,,,145.64102564102564,96.9125504788637,0.0,120.0,120.0,240.0,240.0
fourh,lts_vbg_ph_delta,float64,117,22,0.15827338129496402,58,,,0.006247863247863224,0.030077459191717136,-0.1029999999999997,0.0,0.0,0.0249999999999994,0.0810000000000004
fourh,lts_vbg_ph_pct_change,float64,117,22,0.15827338129496402,71,,,0.0008563424626501429,0.004088594502192132,-0.0139020110676204,0.0,0.0,0.003415300546448,0.0110399345781655
fourh,lts_troponin_was_drawn,float64,139,0,0.0,2,,,0.841726618705036,0.36631721435483605,0.0,1.0,1.0,1.0,1.0
fourh,lts_troponin_first_minute,float64,117,22,0.15827338129496402,3,,,68.71794871794872,86.75707723827712,0.0,0.0,0.0,120.0,240.0
fourh,lts_troponin_last_minute,float64,117,22,0.15827338129496402,3,,,182.56410256410257,84.26307169804214,0.0,120.0,240.0,240.0,240.0
fourh,lts_troponin_n_draws,float64,117,22,0.15827338129496402,3,,,1.8717948717948718,0.7937086838387629,1.0,1.0,2.0,3.0,3.0
fourh,lts_troponin_first_value,float64,117,22,0.15827338129496402,86,,,0.061564102564102566,0.047576867860733174,0.0,0.024,0.048,0.095,0.194
fourh,lts_troponin_last_value,float64,117,22,0.15827338129496402,77,,,0.04797435897435897,0.03906172426285439,0.0,0.015,0.039,0.074,0.153
fourh,lts_troponin_max_value,float64,117,22,0.15827338129496402,88,,,0.0659059829059829,0.048010951140479374,0.0,0.027,0.059,0.103,0.194
fourh,lts_troponin_max_minute,float64,117,22,0.15827338129496402,3,,,96.41025641025641,96.15416445570658,0.0,0.0,120.0,120.0,240.0
fourh,lts_troponin_delta,float64,117,22,0.15827338129496402,62,,,-0.013589743589743589,0.028724960264116386,-0.108,-0.031,0.0,0.0,0.059
fourh,lts_troponin_pct_change,float64,117,22,0.15827338129496402,66,,,94017.11480582002,1016950.3578088302,-1.0,-0.3841463414634146,0.0,0.0,10999999.999999998
fourh,lts_lactate_was_drawn,float64,139,0,0.0,2,,,0.841726618705036,0.36631721435483605,0.0,1.0,1.0,1.0,1.0
fourh,lts_lactate_first_minute,float64,117,22,0.15827338129496402,3,,,68.71794871794872,86.75707723827712,0.0,0.0,0.0,120.0,240.0
fourh,lts_lactate_last_minute,float64,117,22,0.15827338129496402,3,,,182.56410256410257,84.26307169804214,0.0,120.0,240.0,240.0,240.0
fourh,lts_lactate_n_draws,float64,117,22,0.15827338129496402,3,,,1.8717948717948718,0.7937086838387629,1.0,1.0,2.0,3.0,3.0
fourh,lts_lactate_first_value,float64,117,22,0.15827338129496402,98,,,2.5941025641025646,1.0865352667730783,0.61,1.96,2.34,3.26,5.32
fourh,lts_lactate_last_value,float64,117,22,0.15827338129496402,97,,,2.422564102564103,1.0624720311500568,0.4,1.7,2.2,3.02,5.45
fourh,lts_lactate_max_value,float64,117,22,0.15827338129496402,101,,,2.8310256410256414,1.1369274873121133,0.61,2.06,2.69,3.59,5.45
fourh,lts_lactate_max_minute,float64,117,22,0.15827338129496402,3,,,114.87179487179488,100.14313363807881,0.0,0.0,120.0,240.0,240.0
fourh,lts_lactate_delta,float64,117,22,0.15827338129496402,70,,,-0.1715384615384615,0.9922341695461078,-3.9,-0.4199999999999999,0.0,0.0600000000000005,2.19
fourh,lts_lactate_pct_change,float64,117,22,0.15827338129496402,72,,,0.012282102474824504,0.45251021736961355,-0.8776758409785933,-0.1478873239436619,0.0,0.0142180094786731,2.354430379746835
fourh,lts_cpk_was_drawn,float64,139,0,0.0,2,,,0.841726618705036,0.36631721435483605,0.0,1.0,1.0,1.0,1.0
fourh,lts_cpk_first_minute,float64,117,22,0.15827338129496402,3,,,68.71794871794872,86.75707723827712,0.0,0.0,0.0,120.0,240.0
fourh,lts_cpk_last_minute,float64,117,22,0.15827338129496402,3,,,182.56410256410257,84.26307169804214,0.0,120.0,240.0,240.0,240.0
fourh,lts_cpk_n_draws,float64,117,22,0.15827338129496402,3,,,1.8717948717948718,0.7937086838387629,1.0,1.0,2.0,3.0,3.0
