column,phase1_n,phase2_n,phase1_mean,phase2_mean,delta_mean,phase1_median,phase2_median,cohen_d,table
vts_heart_rate_accel_sign,261,139,0.0421455938697318,-0.06474820143884892,-0.10689379530858073,1.0,-1.0,-0.10676595862409632,fourh
itv_any,261,139,0.8888888888888888,0.920863309352518,0.031974420463629194,1.0,1.0,0.10645179739565798,fourh
arc_time_to_gcs_recovery_min,261,139,184.06896551724137,176.26618705035972,-7.802778466881648,201.0,200.0,-0.10548647551101438,fourh
vts_end_tidal_co2_accel_sign,261,139,0.11877394636015326,0.014388489208633094,-0.10438545715152017,1.0,1.0,-0.10500875425187757,fourh
cand_log_onset,200,109,4.724007576670256,4.7919268143386216,0.06791923766836572,4.844156085435547,4.948759890378168,0.10442974157858459,fourh
vts_systolic_bp_slope_first60,261,139,-0.016991227910340145,0.012048770283634226,0.02903999819397437,0.0,0.0,0.10387324721592564,fourh
triage_lab_ph,261,139,7.363015325670498,7.357568345323741,-0.005446980346757613,7.37,7.357,-0.10306577481756854,fourh
lts_crp_last_value,214,117,3.7753271028037387,3.4640170940170947,-0.31131000878664405,3.505,2.92,-0.10162928108360453,fourh
diff_sbp,261,139,5.167816091954022,7.053956834532372,1.88614074257835,6.099999999999994,7.800000000000011,0.10158910435670285,fourh
pct_change_sbp,261,139,0.06066629878027634,0.07736208136787108,0.016695782587594743,0.051418439716312,0.0677671589921808,0.10148497737643734,fourh
ed_course_reassessment_4h.temperature_c_4h,261,139,37.06429118773946,37.115539568345326,0.05124838060586967,36.96,37.09,0.10106130747260503,fourh
vts_temperature_c_last,261,139,37.06429118773946,37.115539568345326,0.05124838060586967,36.96,37.09,0.10106130747260503,fourh
triage_esi,261,139,3.5440613026819925,3.41726618705036,-0.1267951156316327,4.0,4.0,-0.1010576082379894,fourh
lts_bmp_potassium_first_value,214,117,4.193084112149532,4.14940170940171,-0.0436824027478222,4.205,4.12,-0.10102134995100591,fourh
lts_crp_max_minute,214,117,114.39252336448598,124.1025641025641,9.71004073807812,120.0,120.0,0.10094606986125552,fourh
vts_heart_rate_slope_first60,261,139,0.05532582017445258,0.023916888491579635,-0.03140893168287295,0.0,0.0,-0.10044895610658774,fourh
vts_respiratory_rate_time_to_first_critical,261,139,22.49808429118774,28.48201438848921,5.983930097301467,-1.0,-1.0,0.10038616573202466,fourh
direction_gcs,261,139,0.4521072796934866,0.5251798561151079,0.0730725764216213,1.0,1.0,0.09843817623417676,fourh
triage_lab_hemoglobin,261,139,13.891187739463602,13.746043165467624,-0.14514457399597802,13.9,13.7,-0.0946679611877907,fourh
ed_course_reassessment_4h.vbg_ph_4h,133,75,7.354368421052632,7.358493333333333,0.0041249122807007765,7.353,7.362,0.09466176756688827,fourh
vts_end_tidal_co2_slope_first60,261,139,0.009664815810829997,0.0012100135961277496,-0.008454802214702248,0.0,0.0,-0.09426496028074739,fourh
vts_temperature_c_range,261,139,0.6094636015325668,0.6274820143884889,0.018018412855922095,0.5900000000000034,0.6199999999999974,0.0932639479147513,fourh
vts_systolic_bp_last30_mean,261,139,125.05415070242657,124.11960431654676,-0.9345463858798126,124.26666666666668,124.45,-0.09305209721921816,fourh
lts_bmp_bicarb_last_value,214,117,22.235046728971966,22.0025641025641,-0.2324826264078652,22.4,21.8,-0.09299290629023174,fourh
triage_ag_below_12,261,139,0.578544061302682,0.5323741007194245,-0.04616996058325751,1.0,1.0,-0.09292822902449642,fourh
cand_high_anion_gap,261,139,0.421455938697318,0.4676258992805755,0.04616996058325751,0.0,0.0,0.09292822902449642,fourh
triage_lab_sodium,261,139,137.79540229885058,138.0769784172662,0.2815761184156145,137.7,137.7,0.09271294602573266,fourh
vts_oxygen_saturation_last,261,139,95.99501915708811,96.16834532374102,0.17332616665291312,96.4,96.3,0.09258612849554282,fourh
ed_course_reassessment_4h.oxygen_saturation_4h,261,139,95.99501915708811,96.16834532374102,0.17332616665291312,96.4,96.3,0.09258612849554282,fourh
vts_oxygen_saturation_cv,261,139,0.010608818540368404,0.010914990307891666,0.0003061717675232629,0.0099606247303715,0.0108457053144251,0.09099531399846898,fourh
lts_crp_first_value,214,117,4.040794392523365,3.7595726495726507,-0.2812217429507142,3.795,3.25,-0.09099246400019818,fourh
vts_diastolic_bp_slope,261,139,0.0034121806691403936,0.00639960571933205,0.002987425050191656,0.0050065831673474,0.0065390649859932,0.0905706325677075,fourh
lts_bmp_sodium_max_value,214,117,140.18831775700934,139.96324786324786,-0.22506989376148567,140.2,140.4,-0.09043341972488878,fourh
vts_systolic_bp_range,261,139,28.355555555555558,29.133093525179852,0.7775379696242943,27.50000000000001,28.39999999999999,0.08921173825645758,fourh
lts_cbc_wbc_delta,214,117,-0.45121495327102806,-0.23188034188034193,0.21933461139068613,0.0,0.0,0.08848877357262869,fourh
vts_gcs_range,261,139,2.007662835249042,2.079136690647482,0.07147385539843976,2.0,2.0,0.08841108876484852,fourh
lts_lft_ast_pct_change,214,117,0.0451759887537559,-0.007039397603383639,-0.052215386357139536,0.0,0.0,-0.08772998745816381,fourh
triage_snapshot.oxygen_saturation,261,139,95.45134099616858,95.25179856115108,-0.19954243501750568,95.9,95.4,-0.08767095537095254,fourh
triage_snapshot.diastolic_bp,261,139,73.4176245210728,72.68489208633095,-0.7327324347418482,73.0,73.7,-0.086291068994435,fourh
cand_cns_depression_score,261,139,0.8045977011494253,0.8633093525179856,0.05871165136856027,1.0,1.0,0.08601361753114861,fourh
note_onset_minutes,200,109,134.47,140.651376146789,6.181376146789006,126.0,140.0,0.08559728156863293,fourh
vts_systolic_bp_cv,261,139,0.07399848407011998,0.0758827453084006,0.0018842612382806156,0.0727656381460837,0.0740631558804507,0.08462308461933246,fourh
note_onset_bucket_slow,261,139,0.22988505747126436,0.26618705035971224,0.036301992888447876,0.0,0.0,0.0845567601182583,fourh
mdm_severity_tier_4h,261,139,2.4367816091954024,2.4964028776978417,0.05962126850243932,3.0,3.0,0.08432672072511392,fourh
pct_change_dbp,261,139,0.05537258711449052,0.06838654192873307,0.01301395481424255,0.0381303813038131,0.0490620490620491,0.08421236084740649,fourh
ed_course_reassessment_4h.cvc_0_4h,261,139,0.04597701149425287,0.06474820143884892,0.018771189944596048,0.0,0.0,0.0840200877011054,fourh
itv_time_to_first_intubation,261,139,10.114942528735632,6.884892086330935,-3.230050442404697,-1.0,-1.0,-0.08317714997215434,fourh
vts_end_tidal_co2_mean,261,139,38.00411725354254,38.279600605230094,0.275483351687555,37.4875,38.083333333333336,0.08296105463171032,fourh
pe_triton_combo,261,139,0.06513409961685823,0.08633093525179857,0.021196835634940334,0.0,0.0,0.08159918994167892,fourh
lts_cbc_wbc_pct_change,214,117,-0.006551353586401329,0.019977082110843876,0.026528435697245206,0.0,0.0,0.08150262795438554,fourh
arc_trajectory_class,261,139,0.05747126436781609,0.07913669064748201,0.021665426279665917,0.0,0.0,0.08129533620755645,fourh
lts_bmp_bicarb_delta,214,117,0.4570093457943926,0.26324786324786303,-0.19376148254652958,0.0,0.0,-0.08122803127881313,fourh
vts_end_tidal_co2_min,261,139,33.861302681992335,34.145323741007196,0.2840210590148615,33.4,33.9,0.08053016979771403,fourh
vts_end_tidal_co2_nadir_value,261,139,33.861302681992335,34.145323741007196,0.2840210590148615,33.4,33.9,0.08053016979771403,fourh
vts_end_tidal_co2_slope_60_240,261,139,-0.004142832154877676,-0.006356567387125129,-0.0022137352322474536,-0.0047234125438253,-0.0077712068009609,-0.08046490379041443,fourh
vts_end_tidal_co2_n_critical,261,139,0.18773946360153257,0.14388489208633093,-0.04385457151520164,0.0,0.0,-0.08022751768681702,fourh
stab_hr_oscillations,261,139,3.743295019157088,3.647482014388489,-0.095813004768599,4.0,4.0,-0.080095605802993,fourh
vts_diastolic_bp_range,261,139,19.781992337164752,19.296402877697844,-0.4855894594669081,19.8,18.90000000000001,-0.07956472410955664,fourh
vts_diastolic_bp_last30_mean,261,139,76.50791826309069,76.99484412470024,0.4869258616095493,76.44999999999999,77.5,0.07936478797627002,fourh
arc_steady_state_last60,261,139,0.7126436781609196,0.6762589928057554,-0.03638468535516415,1.0,1.0,-0.07925581359944428,fourh
note_location_medical_tent,261,139,0.13409961685823754,0.1079136690647482,-0.026185947793489345,0.0,0.0,-0.07903686478450471,fourh
itv_time_to_first_antipyretic,261,139,31.96551724137931,36.798561151079134,4.833043909699825,-1.0,-1.0,0.0784981694471402,fourh
cand_news_rr,261,139,1.524904214559387,1.6258992805755397,0.10099506601615271,2.0,2.0,0.07740050880070708,fourh
triage_lab_glucose,261,139,112.30229885057472,114.04748201438849,1.7451831638137776,110.6,112.1,0.07485074832160614,fourh
ed_course_reassessment_4h.cpk_4h,133,75,523.3954887218046,502.16133333333323,-21.234155388471322,465.3,461.0,-0.07428602320656297,fourh
vts_oxygen_saturation_range,261,139,3.1187739463601534,3.1935251798561155,0.07475123349596213,2.9000000000000057,3.1000000000000085,0.07416083904969278,fourh
triage_sympathomimetic_combo,261,139,0.27586206896551724,0.30935251798561153,0.03349044902009429,0.0,0.0,0.07385687236157208,fourh
lts_crp_last_minute,214,117,176.07476635514018,182.56410256410257,6.489336208962385,240.0,240.0,0.07383877401518346,fourh
lts_bmp_bicarb_last_minute,214,117,176.07476635514018,182.56410256410257,6.489336208962385,240.0,240.0,0.07383877401518346,fourh
lts_bmp_sodium_last_minute,214,117,176.07476635514018,182.56410256410257,6.489336208962385,240.0,240.0,0.07383877401518346,fourh
lts_cpk_last_minute,214,117,176.07476635514018,182.56410256410257,6.489336208962385,240.0,240.0,0.07383877401518346,fourh
lts_vbg_ph_last_minute,214,117,176.07476635514018,182.56410256410257,6.489336208962385,240.0,240.0,0.07383877401518346,fourh
lts_bmp_potassium_last_minute,214,117,176.07476635514018,182.56410256410257,6.489336208962385,240.0,240.0,0.07383877401518346,fourh
lts_poct_glucose_last_minute,214,117,176.07476635514018,182.56410256410257,6.489336208962385,240.0,240.0,0.07383877401518346,fourh
lts_troponin_last_minute,214,117,176.07476635514018,182.56410256410257,6.489336208962385,240.0,240.0,0.07383877401518346,fourh
lts_esr_last_minute,214,117,176.07476635514018,182.56410256410257,6.489336208962385,240.0,240.0,0.07383877401518346,fourh
lts_lft_ast_last_minute,214,117,176.07476635514018,182.56410256410257,6.489336208962385,240.0,240.0,0.07383877401518346,fourh
lts_serum_osm_last_minute,214,117,176.07476635514018,182.56410256410257,6.489336208962385,240.0,240.0,0.07383877401518346,fourh
lts_lactate_last_minute,214,117,176.07476635514018,182.56410256410257,6.489336208962385,240.0,240.0,0.07383877401518346,fourh
lts_cbc_wbc_last_minute,214,117,176.07476635514018,182.56410256410257,6.489336208962385,240.0,240.0,0.07383877401518346,fourh
diff_dbp,261,139,3.1409961685823755,3.907913669064749,0.7669175004823736,3.1000000000000085,3.5,0.0738326885407154,fourh
lts_poct_glucose_first_value,214,117,110.81401869158877,109.24957264957264,-1.5644460420161295,111.75,107.1,-0.07315877255445326,fourh
ed_course_reassessment_4h.intubated_0_4h,261,139,0.0842911877394636,0.06474820143884892,-0.019542986300614684,0.0,0.0,-0.07295106183024576,fourh
itv_intubation_count,261,139,0.0842911877394636,0.06474820143884892,-0.019542986300614684,0.0,0.0,-0.07295106183024576,fourh
vts_respiratory_rate_accel_sign,261,139,-0.04980842911877394,-0.1223021582733813,-0.07249372915460736,-1.0,-1.0,-0.0729280692783573,fourh
vts_respiratory_rate_slope_first60,261,139,0.0073078626711402545,0.013742694614094199,0.006434831942953944,0.0,0.0,0.0725797186877272,fourh
vts_gcs_recovery_halftime,261,139,46.22222222222222,43.13669064748201,-3.085531574740209,34.0,33.0,-0.07252119173755212,fourh
festival_note_keyword_hit,261,139,0.6934865900383141,0.7266187050359713,0.033132114997657114,1.0,1.0,0.07251288293805289,fourh
note_is_festival_template,261,139,0.6934865900383141,0.7266187050359713,0.033132114997657114,1.0,1.0,0.07251288293805289,fourh
note_location_none,261,139,0.3065134099616858,0.2733812949640288,-0.033132114997657,0.0,0.0,-0.07251288293805264,fourh
lts_lft_ast_max_value,214,117,43.666355140186916,45.0076923076923,1.3413371675053867,42.6,45.0,0.07217059421416099,fourh
lts_cpk_delta,214,117,-38.39252336448598,-49.26324786324786,-10.87072449876188,0.0,0.0,-0.0720478669906978,fourh
pe_diaphoretic,261,139,0.21455938697318008,0.2446043165467626,0.030044929573582513,0.0,0.0,0.07181177428929043,fourh
lts_bmp_bicarb_first_minute,214,117,62.80373831775701,68.71794871794872,5.914210400191706,0.0,0.0,0.07023199118535076,fourh
lts_vbg_ph_first_minute,214,117,62.80373831775701,68.71794871794872,5.914210400191706,0.0,0.0,0.07023199118535076,fourh
lts_serum_osm_first_minute,214,117,62.80373831775701,68.71794871794872,5.914210400191706,0.0,0.0,0.07023199118535076,fourh
lts_poct_glucose_first_minute,214,117,62.80373831775701,68.71794871794872,5.914210400191706,0.0,0.0,0.07023199118535076,fourh
lts_esr_first_minute,214,117,62.80373831775701,68.71794871794872,5.914210400191706,0.0,0.0,0.07023199118535076,fourh
lts_lft_ast_first_minute,214,117,62.80373831775701,68.71794871794872,5.914210400191706,0.0,0.0,0.07023199118535076,fourh
lts_troponin_first_minute,214,117,62.80373831775701,68.71794871794872,5.914210400191706,0.0,0.0,0.07023199118535076,fourh
lts_lactate_first_minute,214,117,62.80373831775701,68.71794871794872,5.914210400191706,0.0,0.0,0.07023199118535076,fourh
lts_cbc_wbc_first_minute,214,117,62.80373831775701,68.71794871794872,5.914210400191706,0.0,0.0,0.07023199118535076,fourh
lts_cpk_first_minute,214,117,62.80373831775701,68.71794871794872,5.914210400191706,0.0,0.0,0.07023199118535076,fourh
lts_bmp_sodium_first_minute,214,117,62.80373831775701,68.71794871794872,5.914210400191706,0.0,0.0,0.07023199118535076,fourh
lts_bmp_potassium_first_minute,214,117,62.80373831775701,68.71794871794872,5.914210400191706,0.0,0.0,0.07023199118535076,fourh
lts_crp_first_minute,214,117,62.80373831775701,68.71794871794872,5.914210400191706,0.0,0.0,0.07023199118535076,fourh
lts_vbg_ph_first_value,214,117,7.358135514018692,7.355213675213676,-0.002921838805016286,7.3575,7.351,-0.07004849386622732,fourh
triage_lab_anion_gap,261,139,11.659003831417625,11.929496402877696,0.2704925714600712,11.0,11.6,0.06983210693634775,fourh
itv_first_minute,261,139,78.4367816091954,74.2589928057554,-4.177788803440009,68.0,68.0,-0.06975932325033672,fourh
vts_gcs_nadir_minute,261,139,64.65134099616859,69.76978417266187,5.118443176493287,39.0,52.0,0.06975853128809456,fourh
arc_time_to_min_gcs_min,261,139,64.65134099616859,69.76978417266187,5.118443176493287,39.0,52.0,0.06975853128809456,fourh
triage_mh_psych,261,139,0.19540229885057472,0.22302158273381295,0.027619283883238227,0.0,0.0,0.06828008305802193,fourh
vts_temperature_c_nadir_minute,261,139,152.3256704980843,157.431654676259,5.105984178174708,164.0,171.0,0.06812448334222126,fourh
pe_agitated,261,139,0.13026819923371646,0.1079136690647482,-0.022354530168968267,0.0,0.0,-0.06804786385022778,fourh
triage_mh_cardiac,261,139,0.21455938697318008,0.18705035971223022,-0.027509027260949864,0.0,0.0,-0.06800722001770729,fourh
abs_diff_temp,261,139,0.5326053639846743,0.5095683453237413,-0.023037018660932995,0.5300000000000011,0.4599999999999937,-0.06728651118834356,fourh
hpi_has_severe_4h,261,139,0.1685823754789272,0.19424460431654678,0.025662228837619566,0.0,0.0,0.06702873035407217,fourh
cand_sympathetic_score,261,139,1.3103448275862069,1.39568345323741,0.0853386256512032,1.0,1.0,0.066517137792969,fourh
vts_oxygen_saturation_accel_sign,261,139,0.08045977011494253,0.014388489208633094,-0.06607128090630943,1.0,1.0,-0.06646644734444163,fourh
vts_heart_rate_range,261,139,30.250191570881228,30.97482014388489,0.7246285730036632,28.5,29.099999999999994,0.06604668152384104,fourh
vts_heart_rate_mean,261,139,94.04709982971478,95.1946956720338,1.1475958423190207,89.53333333333333,91.19999999999996,0.06546785268477455,fourh
note_char_len,261,139,91.98084291187739,93.20143884892086,1.2205959370434698,96.0,98.0,0.06499694061592061,fourh
vts_temperature_c_peak_minute,261,139,81.99233716475096,86.8273381294964,4.835000964745433,66.0,73.0,0.06486871565716838,fourh
lts_cpk_max_value,214,117,515.3546728971962,535.3042735042735,19.949600607077286,441.65,475.5,0.06455980969556259,fourh
abs_diff_hr,261,139,15.549808429118771,14.741726618705032,-0.8080818104137393,12.500000000000014,11.799999999999995,-0.06404964615220986,fourh
lts_serum_osm_first_value,214,117,291.42616822429903,290.9384615384615,-0.48770668583750876,290.85,290.2,-0.06350059383987522,fourh
vts_heart_rate_last30_mean,261,139,92.53805874840359,93.76972422062349,1.2316654722199019,89.8,90.95,0.0632719419859892,fourh
hpi_word_count_4h,261,139,196.73180076628353,200.24460431654677,3.512803550263243,217.0,223.0,0.06287816039804622,fourh
vts_heart_rate_slope,261,139,-0.024524968213175243,-0.027991900710054668,-0.0034669324968794255,-0.0237617184854574,-0.0308129165653955,-0.06237142647250013,fourh
vts_respiratory_rate_min,261,139,14.114559386973179,14.406474820143885,0.2919154331707059,13.2,14.2,0.06231595244876912,fourh
vts_respiratory_rate_nadir_value,261,139,14.114559386973179,14.406474820143885,0.2919154331707059,13.2,14.2,0.06231595244876912,fourh
vts_respiratory_rate_last30_mean,261,139,17.64802043422733,17.967446043165467,0.3194256089381362,16.9,17.7,0.06182674323357017,fourh
lts_poct_glucose_max_minute,214,117,107.10280373831776,112.82051282051282,5.717709082195057,120.0,120.0,0.06124816148379106,fourh
additional_labs_drawn_4h,261,139,0.5095785440613027,0.539568345323741,0.02998980126243833,1.0,1.0,0.05990186250273029,fourh
vts_oxygen_saturation_slope_60_240,261,139,0.0011821425870421128,0.001785353173572204,0.0006032105865300913,0.0010997556098645,0.0025521551532403,0.059853449758079595,fourh
vts_gcs_peak_minute,261,139,89.01149425287356,84.33093525179856,-4.680559001074997,79.0,72.0,-0.059207887074999126,fourh
direction_temp,261,139,-0.7777777777777778,-0.8129496402877698,-0.03517186250999205,-1.0,-1.0,-0.057629224000609526,fourh
lts_cpk_was_drawn,261,139,0.8199233716475096,0.841726618705036,0.021803247057526343,1.0,1.0,0.057586170830792295,fourh
lts_cbc_wbc_was_drawn,261,139,0.8199233716475096,0.841726618705036,0.021803247057526343,1.0,1.0,0.057586170830792295,fourh
lts_bmp_potassium_was_drawn,261,139,0.8199233716475096,0.841726618705036,0.021803247057526343,1.0,1.0,0.057586170830792295,fourh
lts_any_drawn,261,139,0.8199233716475096,0.841726618705036,0.021803247057526343,1.0,1.0,0.057586170830792295,fourh
lts_bmp_bicarb_was_drawn,261,139,0.8199233716475096,0.841726618705036,0.021803247057526343,1.0,1.0,0.057586170830792295,fourh
lts_bmp_sodium_was_drawn,261,139,0.8199233716475096,0.841726618705036,0.021803247057526343,1.0,1.0,0.057586170830792295,fourh
lts_serum_osm_was_drawn,261,139,0.8199233716475096,0.841726618705036,0.021803247057526343,1.0,1.0,0.057586170830792295,fourh
lts_troponin_was_drawn,261,139,0.8199233716475096,0.841726618705036,0.021803247057526343,1.0,1.0,0.057586170830792295,fourh
lts_lft_ast_was_drawn,261,139,0.8199233716475096,0.841726618705036,0.021803247057526343,1.0,1.0,0.057586170830792295,fourh
lts_poct_glucose_was_drawn,261,139,0.8199233716475096,0.841726618705036,0.021803247057526343,1.0,1.0,0.057586170830792295,fourh
lts_crp_was_drawn,261,139,0.8199233716475096,0.841726618705036,0.021803247057526343,1.0,1.0,0.057586170830792295,fourh
lts_esr_was_drawn,261,139,0.8199233716475096,0.841726618705036,0.021803247057526343,1.0,1.0,0.057586170830792295,fourh
lts_lactate_was_drawn,261,139,0.8199233716475096,0.841726618705036,0.021803247057526343,1.0,1.0,0.057586170830792295,fourh
lts_vbg_ph_was_drawn,261,139,0.8199233716475096,0.841726618705036,0.021803247057526343,1.0,1.0,0.057586170830792295,fourh
pct_change_temp,261,139,-0.01319353218911349,-0.012608121062475023,0.0005854111266384663,-0.014088250930356,-0.0122587376108504,0.057577979488756585,fourh
lts_vbg_ph_max_value,214,117,7.372065420560747,7.370017094017093,-0.0020483265436546105,7.375,7.368,-0.0574955233204763,fourh
lts_troponin_first_value,214,117,0.05855140186915889,0.061564102564102566,0.003012700694943679,0.0395,0.048,0.057358864245239,fourh
narrative_notes_structured_cxr_abnormal,261,139,0.0842911877394636,0.10071942446043165,0.016428236720968048,0.0,0.0,0.05728261733731685,fourh
lts_crp_max_value,214,117,5.096355140186915,4.89957264957265,-0.19678249061426545,4.83,4.49,-0.057084377641923104,fourh
vts_temperature_c_accel_sign,261,139,0.04980842911877394,-0.007194244604316547,-0.057002673723090494,1.0,0.0,-0.05704961590220739,fourh
vts_end_tidal_co2_max,261,139,42.23026819923372,42.43597122302158,0.2057030237878621,41.9,42.5,0.05635903350102764,fourh
vts_end_tidal_co2_peak_value,261,139,42.23026819923372,42.43597122302158,0.2057030237878621,41.9,42.5,0.05635903350102764,fourh
ed_course_reassessment_4h.respiratory_rate_4h,261,139,17.639080459770117,17.943165467625896,0.30408500785577885,16.9,17.5,0.05609384648182261,fourh
vts_respiratory_rate_last,261,139,17.639080459770117,17.943165467625896,0.30408500785577885,16.9,17.5,0.05609384648182261,fourh
is_festival_patient,261,139,0.7011494252873564,0.7266187050359713,0.025469279748614904,1.0,1.0,0.05600866301133006,fourh
vts_diastolic_bp_peak_value,261,139,86.28045977011494,86.02446043165467,-0.25599933846027056,86.1,85.8,-0.05589465043088558,fourh
vts_diastolic_bp_max,261,139,86.28045977011494,86.02446043165467,-0.25599933846027056,86.1,85.8,-0.05589465043088558,fourh
ed_course_reassessment_4h.delta_temp,261,139,-0.4995019157088123,-0.47791366906474814,0.02158824664406417,-0.53,-0.46,0.05564035966329239,fourh
diff_temp,261,139,-0.49950191570881247,-0.47791366906474847,0.021588246644064002,-0.529999999999994,-0.4599999999999937,0.0556403596632919,fourh
triage_temp_above_38,261,139,0.24904214559386972,0.2733812949640288,0.024339149370159074,0.0,0.0,0.05554343050575576,fourh
vts_heart_rate_peak_value,261,139,109.14099616858238,110.31079136690649,1.1697951983241097,102.9,105.7,0.055362618106808176,fourh
vts_heart_rate_max,261,139,109.14099616858238,110.31079136690649,1.1697951983241097,102.9,105.7,0.055362618106808176,fourh
vts_oxygen_saturation_time_to_first_critical,261,139,4.862068965517241,3.2302158273381294,-1.6318531381791117,-1.0,-1.0,-0.055340534450845316,fourh
diff_rr,261,139,-5.444827586206896,-5.158992805755395,0.2858347804515011,-5.299999999999997,-5.100000000000001,0.054652802270107215,fourh
lts_cpk_first_value,214,117,481.77009345794386,497.72478632478635,15.954692866842493,401.9,461.6,0.05414201323880123,fourh
vts_respiratory_rate_peak_value,261,139,22.197318007662837,22.470503597122303,0.2731855894594659,21.1,21.9,0.054125861228506114,fourh
vts_respiratory_rate_max,261,139,22.197318007662837,22.470503597122303,0.2731855894594659,21.1,21.9,0.054125861228506114,fourh
direction_sbp,261,139,0.2720306513409962,0.3237410071942446,0.0517103558532484,1.0,1.0,0.053914903373296866,fourh
vts_temperature_c_mean,261,139,37.12460066593687,37.14976775722279,0.025167091285922538,36.98166666666666,37.114444444444445,0.0536534167287201,fourh
lts_bmp_potassium_max_value,214,117,4.288504672897196,4.2645299145299145,-0.0239747583672818,4.295,4.3,-0.053231349825536844,fourh
vts_respiratory_rate_mean,261,139,18.100317764398227,18.34415895854745,0.24384119414922267,16.8625,17.9875,0.05261594931536225,fourh
vts_temperature_c_last30_mean,261,139,37.067605363984676,37.09387889688249,0.02627353289781098,36.975,37.05,0.05256970443533711,fourh
lts_bmp_bicarb_max_minute,214,117,131.21495327102804,126.15384615384616,-5.0611071171818764,120.0,120.0,-0.05207307447133349,fourh
peak_lactate_5plus,261,139,0.038314176245210725,0.02877697841726619,-0.009537197827944537,0.0,0.0,-0.0517806253288261,fourh
note_arousal_density,261,139,0.014377441355128978,0.012281423612358861,-0.0020960177427701166,0.0,0.0,-0.05118452995360864,fourh
xmod_first_lab_to_first_itv_min,193,110,22.424870466321245,17.327272727272728,-5.097597739048517,37.0,40.5,-0.050463784244801455,fourh
vts_gcs_accel_sign,261,139,0.007662835249042145,-0.03597122302158273,-0.04363405827062488,0.0,0.0,-0.05019087293272193,fourh
direction_dbp,261,139,0.27586206896551724,0.3237410071942446,0.04787893822872735,1.0,1.0,0.05016379238283358,fourh
lts_lactate_delta,214,117,-0.1282710280373832,-0.1715384615384615,-0.04326743350107831,0.0,0.0,-0.0498435851654512,fourh
cand_shock_index_age,261,139,32.23420859577251,33.00699326605888,0.7727846702863701,29.693181818181817,30.34627492130116,0.04851755043183169,fourh
vts_gcs_time_to_first_critical,261,139,14.865900383141762,16.892086330935253,2.0261859477934916,-1.0,0.0,0.048484847692036925,fourh
lts_cbc_wbc_last_value,214,117,7.932383177570094,8.061452991452992,0.1290698138828974,7.8100000000000005,7.88,0.048287131467519916,fourh
cand_news_temp,261,139,0.44061302681992337,0.48201438848920863,0.041401361669285264,0.0,0.0,0.048249937579081845,fourh
lts_lft_ast_last_value,214,117,36.967757009345796,37.73760683760683,0.7698498282610373,35.65,36.8,0.04773128808526234,fourh
lts_troponin_max_value,214,117,0.06332242990654206,0.0659059829059829,0.0025835529994408385,0.043,0.059,0.047715012404837956,fourh
vts_diastolic_bp_nadir_value,261,139,66.49846743295019,66.72805755395683,0.22959012100663756,66.7,67.0,0.047394839905809276,fourh
vts_diastolic_bp_min,261,139,66.49846743295019,66.72805755395683,0.22959012100663756,66.7,67.0,0.047394839905809276,fourh
vts_respiratory_rate_n_critical,261,139,1.3026819923371646,1.2014388489208634,-0.10124314341630125,0.0,0.0,-0.047093765694558,fourh
itv_escalation_max_rung,261,139,3.4904214559386975,3.5755395683453237,0.08511811240662626,4.0,4.0,0.046788646280070983,fourh
triage_temperature_c,261,139,37.56379310344828,37.59345323741007,0.029660133961783686,37.4,37.5,0.04603238821237957,fourh
note_onset_bucket_fast,261,139,0.13793103448275862,0.1223021582733813,-0.01562887620937732,0.0,0.0,-0.04599400910758979,fourh
lts_vbg_ph_delta,214,117,0.004813084112149534,0.006247863247863224,0.00143477913571369,0.0,0.0,0.045695188180290586,fourh
vts_heart_rate_time_to_first_critical,261,139,10.31800766283525,8.568345323741006,-1.7496623390942432,-1.0,-1.0,-0.04489909732078024,fourh
lts_vbg_ph_pct_change,214,117,0.0006644613122315313,0.0008563424626501429,0.00019188115041861157,0.0,0.0,0.04486060772536094,fourh
vts_temperature_c_slope,261,139,-0.0007734379525720119,-0.00082354850343871,-5.011055086669809e-05,-0.0007992219476739,-0.0007881439418059,-0.044438358327642806,fourh
note_onset_bucket_unknown,261,139,0.23371647509578544,0.2158273381294964,-0.01788913696628905,0.0,0.0,-0.04257460834299977,fourh
note_has_onset_phrase,261,139,0.7662835249042146,0.7841726618705036,0.01788913696628902,1.0,1.0,0.042574608342999705,fourh
lts_n_records,261,139,1.5325670498084292,1.5755395683453237,0.042972518536894544,1.0,2.0,0.04239433717991275,fourh
lts_troponin_max_minute,214,117,100.37383177570094,96.41025641025641,-3.9635753654445267,120.0,120.0,-0.0419711043347571,fourh
lts_lft_ast_first_value,214,117,39.8070093457944,40.55042735042735,0.7434180046329502,38.9,38.2,0.0414710849738176,fourh
abs_diff_rr,261,139,6.110727969348659,5.9287769784172655,-0.18195099093139344,5.4,5.199999999999999,-0.04138883899122635,fourh
n_vitals_crit_at_4h_new,261,139,0.07662835249042145,0.06474820143884892,-0.01188015105157253,0.0,0.0,-0.041330110097617286,fourh
vts_oxygen_saturation_last30_mean,261,139,95.97260536398467,96.04682254196642,0.07421717798175109,96.35,96.2,0.04126000288028349,fourh
vts_diastolic_bp_cv,261,139,0.08368167497366671,0.08269030687613603,-0.0009913680975306843,0.0849339831407298,0.0815975262393804,-0.04114542314590568,fourh
